,Price,Transmission,Power,Engine CC,Fuel_2.0,Class
134,30.3775,6.3125,94.0625,935.625,0,Not trending
135,22.77681818,5.272727273,92.36363636,1837.363636,0,Not trending
136,33.70615385,6.153846154,120.1538462,1750.615385,0,Not trending
137,145.6466667,6,283,5000,0,Not trending
138,27.13,5.768421053,96.05263158,1774.778947,1,Not trending
139,32.4898913,5.304347826,113.2826087,2093.021739,0,Not trending
140,14.293,4.6,75.4,1479,0,Not trending
141,13.88308333,4.75,47.75,1373.75,0,Not trending
142,43.06842105,6.254385965,104.2017544,2222.710526,1,Not trending
143,38.9,5.84,113.84,1926,1,Not trending
144,18.76848837,4.860465116,67.02325581,1391.023256,1,Not trending
145,22.12540909,5.5,75.09090909,1622.681818,0,Not trending
146,31.30566667,6.259259259,96.92592593,1587.222222,0,Not trending
147,49.82277778,6,115.8333333,1746.944444,0,Not trending
148,59,7,166,1798,0,Not trending
149,19.45142857,3.571428571,61,1197,0,Not trending
150,20.6695,4.75,88,1586,0,Not trending
151,31.195,6,105.875,1755.75,0,Not trending
152,64.50769231,6.846153846,144.2307692,2048.538462,1,Not trending
153,46.5274,7.04,131.6,1596.92,0,Not trending
154,20.36464286,5.857142857,82.25,1534.392857,1,Not trending
155,51.646,0,110,1995,0,Not trending
156,30.351,6.3,83.5,1452.3,0,Not trending
157,94.098125,8,190,2967,1,Not trending
158,8.17,5,40,1108,0,Not trending
159,39.725,6.8,110,1592,0,Not trending
160,22.455,6,92.30769231,1466.307692,0,Not trending
161,51.44133333,7.2,123.9333333,1863.133333,1,Not trending
162,106.5488889,8,210,2976.333333,1,Not trending
163,25.3433871,5.193548387,95.09677419,1802.774194,0,Not trending
164,34.19,6,103,1794,0,Not trending
165,115.533,8,250,2998,0,Not trending
166,32.09,4,98.2,1754.4,0,Not trending
167,50.94,6.266666667,138.2833333,1986.766667,1,Not trending
168,12.49833333,5,48.66666667,1336.666667,0,Not trending
169,14.94,5.2,59.6,958.6,0,Not trending
170,23.01661538,4.730769231,90.88461538,1709.538462,0,Not trending
171,25.17006452,5.516129032,79.30645161,1523.741935,1,Not trending
172,42.2862,6,113.8,1740,0,Not trending
173,135.1055,6.5,309,3999,0,Not trending
174,29.88478947,4.736842105,109.1052632,2238.631579,0,Not trending
175,18.513,4.6,76,1599,0,Not trending
176,17.31777778,3.666666667,58.44444444,1152.888889,0,Not trending
177,264.675,7,420,6208,0,Not trending
178,23.0525,5,55,1406,0,Not trending
179,39.7374,4.6,115,2234.4,0,Not trending
180,52.19640625,5.3125,126.5,2323.9375,0,Not trending
181,20.9225,5.375,68.875,1272.4375,0,Not trending
182,13.1466,4.8,55.4,1144.8,0,Not trending
183,43.08,4.666666667,105,2239.666667,0,Not trending
184,11.389,4.142857143,53,1308.285714,0,Not trending
185,18.615,5.2,69.6,1330.4,0,Not trending
186,58.46907407,6.444444444,148.5185185,2174.037037,1,Not trending
187,41.59161538,6.461538462,111.3076923,1624.769231,0,Not trending
188,37.52210345,3.896551724,107.3793103,2084.37931,0,Not trending
189,158.976,8,326,3295,0,Not trending
190,32.898125,5.333333333,116.2916667,2081.375,0,Not trending
191,114.8758333,8,235,2979,0,Not trending
192,11.395,5,52.5,1047.75,0,Not trending
193,14.22409091,4.727272727,64.45454545,1353.363636,0,Not trending
194,37.44666667,2.611111111,120.3333333,2085.055556,0,Not trending
195,9.465666667,4.666666667,50,996,0,Not trending
196,33.12857143,5.285714286,103,1914.714286,0,Not trending
197,14.333375,4.5625,59.875,1183.25,0,Not trending
198,7.92,4,33.33333333,868.3333333,0,Not trending
199,23.58666667,5.25,81.16666667,1509.75,0,Not trending
200,26,5,70,1597,0,Not trending
201,11.370625,5,48,1518,0,Not trending
202,37.01736842,4.736842105,97.57894737,2697.368421,1,Not trending
203,23.16515789,3.947368421,82.15789474,1817.315789,0,Not trending
204,22.69,4.8,82.2,1773.7,0,Not trending
205,18.76285714,4.714285714,80.42857143,1612.928571,0,Not trending
206,42.74666667,5,128.5,2548.833333,0,Not trending
207,42.5595,6.166666667,131.6666667,2313.666667,0,Not trending
208,108.7471951,7.853658537,207.6097561,2304.97561,1,Not trending
209,13.70454545,4.818181818,47.45454545,1384,0,Not trending
210,30.99,0,105,335,0,Not trending
211,32.723,3.6,96,1498,0,Not trending
212,13.2053,6,35.8,679,0,Not trending
213,26.19775,4.625,77,1495,0,Not trending
214,17.44569231,4.692307692,68.26923077,1791.230769,0,Not trending
215,25.2075,5,80.5,1753,0,Not trending
216,116.545,8,230,2981,0,Not trending
217,33.495,0,81,285,0,Not trending
218,12.6825,5,45,999,0,Not trending
219,18.88233333,4.666666667,74,1523.333333,0,Not trending
220,285.247,7.2,428.2,5577.8,0,Not trending
221,55.62,6,145.75,2460.75,0,Not trending
222,60.9552,5.5,146,2588.6,1,Not trending
223,13.11525,4.75,50.875,1430.75,0,Not trending
224,37.00904545,4.590909091,114.6818182,2208.090909,0,Not trending
225,22.91875,5.25,75.5,1288.5,0,Not trending
226,30.236875,4.5,110,2316,0,Not trending
227,20.37,5.642857143,74.21428571,1324.357143,0,Not trending
228,27.4066,6,89,1552,0,Not trending
229,36.38445588,4.5,125.7058824,2294.764706,0,Not trending
230,22.047,3.6,73,1329,0,Not trending
231,60.87,6.75,228,1984,0,Not trending
232,43.26150943,5.905660377,135.3773585,2276,1,Not trending
233,13.24516667,4.833333333,66.66666667,1506.5,0,Not trending
234,24.674,0,60,160,0,Not trending
235,45.59125,5.25,104.1666667,2027.833333,0,Not trending
236,20.7195,4.71875,81.375,1950.90625,0,Not trending
237,14.04,5,66,898,0,Not trending
238,45.76307692,5.307692308,109.0769231,2053,1,Not trending
239,42.50666667,7.142857143,99.52380952,1294.142857,0,Not trending
240,33.40333333,0,110,1998,0,Not trending
241,84.60125,6.5,220.5,3071,0,Not trending
242,70.31925,4.5,199,4123.5,0,Not trending
243,62.39565385,4.384615385,135.5,2972.307692,0,Not trending
244,24.612,0,72,1339,0,Not trending
245,20.75666667,5.666666667,89.33333333,1332,0,Not trending
246,32.73833333,0,100,1798,0,Not trending
247,18.657,5,59.58333333,1407.333333,0,Not trending
248,46.85390244,7.707317073,125.0487805,1642.04878,1,Not trending
249,24.84390244,4.756097561,84.92682927,1982.756098,0,Not trending
250,38.93888889,6,135.5555556,1642.333333,0,Not trending
251,55.4225,6,221,3498,0,Not trending
252,14.7754,4.8,51.4,1428.4,0,Not trending
253,55.25,6,177,1997,0,Not trending
254,36.64326667,4.466666667,88.73333333,2284.133333,0,Not trending
255,30.352,4.4,99,2117.6,0,Not trending
256,20.20388889,4.777777778,82.33333333,1775.777778,0,Not trending
257,37.350625,5.375,121.0625,1972.8125,0,Not trending
258,23.22409091,4.909090909,82,1938,0,Not trending
259,16.05676923,4.923076923,67,1703.153846,0,Not trending
260,50.48413043,7.304347826,150.6086957,1969,1,Not trending
261,17.22277778,4.888888889,70,1615.333333,0,Not trending
262,95.29916667,6.333333333,253.6666667,3764.333333,0,Not trending
263,125.49625,8,282.25,3344.75,0,Not trending
264,53.62733333,0,122.6666667,2331.333333,0,Not trending
265,26.59125,4.125,108.625,1911.75,0,Not trending
266,29.151,5,89,2526.5,0,Not trending
267,20.74,5,75,1695,0,Not trending
268,11.74,5,63,1405,0,Not trending
269,19.895,4.8,94,1742.6,0,Not trending
270,53.792,6,134.3333333,1730,0,Not trending
271,32.11766667,4.666666667,115.3333333,2362,0,Not trending
272,24.35,6,60,698,0,Not trending
273,360.755,6,410,5341,0,Not trending
274,35.535,6,93.6,1647.4,1,Not trending
275,28.17,5.583333333,103,1706.333333,0,Not trending
276,33.8615625,5.375,116.25,1925.25,0,Not trending
277,20.21333333,6,74,1329,0,Not trending
278,11.917,5,49.13333333,999,0,Not trending
279,87.12,8,190,2967,1,Not trending
280,20.43008333,4.791666667,69.875,1773,0,Not trending
281,21.105625,5,60.625,1039.5,0,Not trending
282,35.37645833,6,103.0833333,1968,1,Not trending
283,55.2,6,163.5,2696.5,0,Not trending
284,31.1275,5.75,105.25,1688.25,0,Not trending
285,25.29875,4.5,94,1998,0,Not trending
286,57.22905851,5.234042553,120.4255319,2309.340426,1,Not trending
287,36.70125,4.875,91.75,2019.75,0,Not trending
288,18.2955625,4.875,70.25,1836.5,0,Not trending
289,273.755,6,381,5935,0,Not trending
290,27.09825,4.666666667,91.75,2247.333333,0,Not trending
291,19.71783333,4,98,1995,0,Not trending
292,44.62833333,4.333333333,127.6666667,3100.333333,1,Not trending
293,134.789,8,390,4395,0,Not trending
294,28.803,4.8,111.2,2126.8,0,Not trending
295,10.83275,5,45,1242,0,Not trending
296,121.77,6.666666667,316.3333333,3740,0,Not trending
297,27.94142857,6.214285714,93.35714286,1235.428571,0,Not trending
298,30.839,4.6,121,2378,0,Not trending
299,56.15916667,5.5,174.3333333,3199,0,Not trending
300,27.12333333,6,101,1497,0,Not trending
301,88.77777778,7,190,3377.444444,0,Not trending
302,27.935,5,103.5,1833,0,Not trending
303,20.31264706,5.352941176,63.29411765,1344.823529,1,Not trending
304,27.78966667,4.666666667,110.6666667,2050.333333,0,Not trending
305,19.055,4.6,89.2,1827.8,0,Not trending
306,48.09553571,5.107142857,117.7857143,2315,0,Not trending
307,54.2675,5.666666667,114,1998,1,Not trending
308,46.95322222,6.111111111,126.7777778,1977.166667,1,Not trending
309,32.65836364,6,101.8181818,1424.727273,0,Not trending
310,29.57028571,5,84,1997.142857,1,Not trending
311,41.616,4.6,125.36,2336.52,0,Not trending
312,105.465,8,257.5,2981,0,Not trending
313,13.44125,5,54.5,1304,0,Not trending
314,23.16515789,3.947368421,82.15789474,1817.315789,0,Not trending
315,31.7425,4.833333333,119.6666667,2116,0,Not trending
316,11.7129,4,69,1864.8,0,Not trending
317,21.91166667,4.666666667,88,1586,0,Not trending
318,53.10142857,6,163.7142857,2679.285714,0,Not trending
319,59.4905,5,137.5,2734.5,0,Not trending
320,17.31241935,4.967741935,66.35483871,1655.741935,0,Not trending
321,35.72526667,4.4,121,2287.6,0,Not trending
322,43.9745,4.5,98,2309,0,Not trending
323,7.712,5,29,899,0,Not trending
324,25.08266667,4.533333333,93.6,2127.333333,0,Not trending
325,16.695,5,54,1360,0,Not trending
326,32.4898913,5.304347826,113.2826087,2093.021739,0,Not trending
327,16.4455,4.666666667,78,1741,0,Not trending
328,17.587,4.083333333,73.08333333,1363.5,0,Not trending
329,20.27896296,4.111111111,72.85185185,1832.888889,0,Not trending
330,78.47722222,0.888888889,224.7777778,3196.555556,0,Not trending
331,28.87894737,6.736842105,89.26315789,1262.157895,0,Not trending
332,36.90769355,4.5,126.1451613,2344,0,Not trending
333,59.7575,6,147,1998,0,Not trending
334,87.487,0,188,3498,0,Not trending
335,24.75629032,5.709677419,81.74193548,1735.580645,1,Not trending
336,42.93428571,3.857142857,122.1428571,2308.285714,0,Not trending
337,59.05425,6.75,144.375,2417.875,1,Not trending
338,30.0062,3.2,115.4666667,2245.6,0,Not trending
339,47.881,5.111111111,141.4444444,3106.666667,1,Not trending
340,37.471875,5.5,114.5,2167.5,0,Not trending
341,15.16166667,4.666666667,75,1594,0,Not trending
342,27.9925,5.5,103,1591,0,Not trending
343,38.48247059,4.882352941,90.94117647,2953.588235,1,Not trending
344,21.65952381,5.761904762,90.85714286,1809.714286,1,Not trending
345,226.3833333,6.5,368.6666667,4857,0,Not trending
346,22.49,5,80,1261.25,0,Not trending
347,20.659,5.633333333,73,1284.8,0,Not trending
348,158.823,4.5,250,3228,0,Not trending
349,35.34,5,118,1781,0,Not trending
350,81.295,8,250,2998,0,Not trending
351,20.1241875,4.875,79.875,1836.875,0,Not trending
352,22.95383333,5,67.33333333,1908.166667,0,Not trending
353,28.96891667,5,72.625,1707.125,0,Not trending
354,173.506625,8,329,3307.25,0,Not trending
355,23.8115,5,64,1298,0,Not trending
356,13.382,2.5,48,1343,0,Not trending
357,76.71,0,336,0,0,Not trending
358,37.72247826,6,104.2173913,1684.304348,0,Not trending
359,57.22905851,5.234042553,120.4255319,2309.340426,1,Not trending
360,40.7645,4.333333333,133.3333333,2634.222222,0,Not trending
361,88.46428571,0,230,3456,0,Not trending
362,38.025,4.5,129.5,2614,0,Not trending
363,57.97,7,225,1998,0,Not trending
364,30.081,4,110,2254,0,Not trending
365,37.04635294,6,91.44117647,1773.823529,1,Not trending
366,37.773,5.555555556,114,2184,1,Not trending
367,107.6705126,8.277310924,196.3361345,2521.092437,1,Not trending
368,146.2746154,5.769230769,234.8461538,4089.923077,0,Not trending
369,11.745,5,51,998,0,Not trending
370,33.43590909,5.636363636,108.3636364,1906.181818,1,Not trending
371,37.31220238,5.678571429,102.7261905,2118.940476,1,Not trending
372,18.84548718,4.076923077,87.07692308,2326.358974,0,Not trending
373,17.325,5,55,1360,0,Not trending
374,85.05325,6.5,242,3696,0,Not trending
375,175.835,7,433.5,4493.5,0,Not trending
376,44.852,6.5,170,1998,0,Not trending
377,46.60136364,6,110,2393,1,Not trending
378,69.397,5,173,3358.666667,0,Not trending
379,88.46428571,0,230,3456,0,Not trending
380,22.127,5,83,1721.5,0,Not trending
381,245.168,6,338,4691,0,Not trending
382,30.86290909,4.454545455,105.5454545,2458.909091,0,Not trending
383,57.59,5.428571429,121,1998,1,Not trending
384,74.609,3.2,239.2,3640.2,0,Not trending
385,13.191,5,51.33333333,1431.333333,0,Not trending
386,35.86943902,5.585365854,117.0243902,1980.634146,0,Not trending
387,34.14,0,110,320,0,Not trending
388,17.5296,4.6,78.4,1549.8,0,Not trending
389,646.605,6,450,5733,0,Not trending
390,34.33029412,5.588235294,105,1962.058824,1,Not trending
391,35.27,6,112.0714286,1574.428571,0,Not trending
392,177.5,6,419,3799,0,Not trending
393,42.55733333,6,123.2666667,1832.333333,1,Not trending
394,37.904,6,116.08,1998,1,Not trending
395,14.350125,4.875,59.5,1642.875,0,Not trending
396,37.32636,4.76,101.12,2349.08,0,Not trending
397,39.721,0,91.75,1698.75,0,Not trending
398,61.235,5,147,2144,0,Not trending
399,24.84,5,102,2244,0,Not trending
400,30.61932203,5.966101695,94.03389831,1497.169492,0,Trending
401,18.53214286,5.714285714,68.57142857,1166.142857,0,Trending
402,31.24215385,6.164835165,89.46153846,1537.406593,0,Trending
403,22.1,5.615384615,75.57692308,1219.653846,0,Trending
404,47.84837037,6.444444444,126.1111111,1995.777778,0,Trending
405,18.1925,5.074074074,60.96296296,1408.055556,0,Trending
406,20.03375,4.833333333,71.33333333,1631.5,0,Trending
407,39.97375,1.75,130.25,1998.5,0,Trending
408,20.3776087,4.869565217,67.95652174,1279.695652,0,Trending
409,26.4498867,5.408866995,87.31034483,1623.793103,0,Trending
410,15.46,5,60.8,1196,0,Trending
411,29.942625,4.5,106.225,1480.575,0,Trending
412,20.7206,3.52,74.4,1397.8,0,Trending
413,46.5274,7.04,131.6,1596.92,0,Trending
414,46.06451282,6.487179487,125.4358974,1835.846154,0,Trending
415,57.92693548,6.161290323,149.7096774,2283.112903,0,Trending
416,27.46483636,4.872727273,86.45454545,1723,0,Trending
417,22.36209302,4.88372093,72.58139535,1743.44186,0,Trending
418,21.70216667,4.9,79.76666667,1536,0,Trending
419,26.3525,0,80,1498,0,Trending
420,36.21929825,6.473684211,94.33333333,1424.666667,0,Trending
421,27.23911864,3.033898305,91.61016949,1677.949153,0,Trending
422,19.00794118,5.205882353,66.97058824,1292.352941,0,Trending
423,43.86363077,5.292307692,105.1692308,2083.523077,1,Trending
424,22.90364865,5.405405405,75.64864865,1364,0,Trending
425,37.4265,6.2,104.2,1796.6,0,Trending
426,37.31523077,4.323076923,103.6769231,1873.261538,0,Trending
427,93.71425,8,225,2979,0,Trending
428,107.4521429,8,182.5714286,2425.428571,1,Trending
429,32.06304348,5.956521739,89.34782609,1472.826087,1,Trending
430,78.07322727,7.672727273,192.4,2598.818182,0,Trending
431,22.78208333,4.916666667,81.66666667,1847.666667,0,Trending
432,19.93814035,5.649122807,76.31578947,1205.192982,0,Trending
433,30.65053846,6.346153846,95,1136.692308,0,Trending
434,31.1045119,4.547619048,93.01190476,1699.119048,0,Trending
435,107.6705126,8.277310924,196.3361345,2521.092437,1,Trending
436,49.28583333,6,145,1963.666667,0,Trending
437,43.54851613,1.35483871,137.7741935,2261.193548,0,Trending
438,29.26025,5.95,90.625,1462.3625,0,Trending
439,18.64264,4.84,67,1698.64,0,Trending
440,26.29166667,5.6,74.73333333,1186.333333,1,Trending
441,34.02059211,5.552631579,99,1920.026316,1,Trending
442,39.39984314,5.784313725,117.7058824,2151.647059,0,Trending
443,12.35588235,4.647058824,53.88235294,1366.294118,0,Trending
444,34.93603125,5.25,97.71875,1820.65625,1,Trending
445,82.06090909,7.727272727,199.7272727,2790.454545,1,Trending
446,65.56875,8,167.25,1998,0,Trending
447,11.14333333,5,50,998,0,Trending
448,12.32981818,4.818181818,53.81818182,1367.272727,0,Trending
449,19.37890909,4.863636364,61.27272727,1470.909091,0,Trending
450,53.78571429,6,124.8571429,1855,1,Trending
451,37.46857143,5.857142857,103.4285714,1718.571429,0,Trending
452,16.59192308,5,52.84615385,998,0,Trending
453,15.20916667,5,53,998,0,Trending
454,32.93965169,6.348314607,114.8202247,1615.370787,0,Trending
455,42.66935185,5.907407407,118.1851852,2095.185185,0,Trending
456,19.31857143,5,66.42857143,1348.285714,1,Trending
457,16.011,5,51.77777778,998,0,Trending
458,19.08518182,3.727272727,68.90909091,1180.545455,0,Trending
459,30.99513158,5.789473684,101.8947368,1905.631579,0,Trending
460,64.59222222,6.777777778,178.5555556,2011.555556,0,Trending
461,50.96109091,6.181818182,135.2909091,1971.163636,1,Trending
462,13.48615385,5,52.38461538,1028.923077,0,Trending
463,32.33086957,5.891304348,103.1086957,1482.5,0,Trending
464,21.6,6,64.625,1496,0,Trending
465,28.60820513,4.756410256,92.82051282,2043.820513,0,Trending
466,10.42388889,5,52.44444444,1095.777778,0,Trending
467,26.97346154,3.076923077,85.69230769,1515.282051,0,Trending
468,26.51269565,4.02173913,93.58695652,1933.021739,0,Trending
469,33.25025,6.166666667,112.75,1475,0,Trending
470,39.35238095,5,98.04761905,1928.714286,0,Trending
471,16.20874359,4.461538462,63.56410256,1650.205128,0,Trending
472,32.98557692,6.230769231,94.03846154,1528.807692,1,Trending
473,26.803,5.428571429,85.71428571,1310,0,Trending
474,35.28132353,5.176470588,113.3529412,2106.5,0,Trending
475,113.2693333,8,246.3333333,2994.666667,1,Trending
476,72.79589474,6.210526316,166.3157895,3041,0,Trending
477,13.63642857,4.714285714,69,1424.857143,0,Trending
478,22.95871429,6.285714286,80,998,0,Not trending
479,47.361875,3.75,113.375,1774.8125,1,Not trending
480,27.4386,6.34,85.28,1452,1,Not trending
481,38.72769231,5.538461538,114.6538462,2178.192308,1,Not trending
482,15.14,5,64,1382.75,0,Not trending
483,32.1815,6,99,1448.6,0,Not trending
484,61.86283333,6.833333333,184.1666667,2748.333333,0,Not trending
485,77.41666667,7,188.3333333,2876,1,Not trending
486,17.03876744,5.302325581,73.48837209,1374.046512,0,Not trending
487,26.97522727,5.863636364,88.09090909,1460.795455,0,Not trending
488,66.58842105,5.736842105,172.3157895,2934.631579,0,Not trending
489,9.5628,4.6,50,996,0,Not trending
490,34.9090566,5.603773585,104.2264151,1805.924528,1,Not trending
491,47.52333333,6,128.8888889,1886.555556,1,Not trending
492,17.182,5,74,1994,0,Not trending
493,21.847,6.090909091,70.72727273,1052.272727,0,Not trending
494,23.322,3.75,84.2,1853.9,0,Not trending
495,35.81481651,6.293577982,117.4311927,1921.46789,0,Not trending
496,28.60918919,5.945945946,100.5945946,1387.621622,0,Not trending
497,36.52419118,5.176470588,113.3529412,2106.5,0,Not trending
498,33.798,0,96,1797.4,0,Not trending
499,43.97,6.6,115.3,1634.2,1,Not trending
500,25.39952941,4.647058824,78.85294118,1891.588235,0,Not trending
501,78.74625,8,176.25,1997,1,Not trending
502,85.82946154,8,213.1538462,1969,0,Not trending
503,30.5976,1.8,97.6,1757.6,0,Not trending
504,52.95719388,5.653061224,146.122449,2031.469388,0,Not trending
